App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time
Toca Kitchen 2,com.tocaboca.tocakitchen2,Educational,4.2,1550126,"100,000,000+",100000000,153769168,TRUE,0,USD,30M,4.4 and up,Toca Boca,http://www.tocaboca.com,support@tocaboca.com,25-May-15,15-Feb-21,Everyone,http://www.tocaboca.com/privacy,TRUE,FALSE,FALSE,6/16/2021 2:05
Masha and the Bear. Educational Games,com.edujoy.masha.games,Educational,4.1,212136,"100,000,000+",100000000,123688272,TRUE,0,USD,28M,4.4 and up,AppQuiz,http://www.edujoy.es,edujoy@edujoy.es,29-Sep-17,8-Jun-21,Everyone,http://edujoy.es/privacy_policy.html,TRUE,TRUE,FALSE,6/16/2021 10:32
"Truck games for kids - build a house, car wash",com.gokids.transportbuilding,Educational,4.1,150545,"100,000,000+",100000000,114808798,TRUE,0,USD,103M,4.4 and up,GoKids!,http://gokidsmobile.com/,toplinesolutionsltd@gmail.com,16-Oct-18,2-Jun-21,Everyone,http://gokidsmobile.com/privacy-policy/,TRUE,TRUE,FALSE,6/16/2021 2:54
Baby Panda's Supermarket,com.sinyee.babybus.shopping,Educational,4.3,302041,"100,000,000+",100000000,108975090,TRUE,0,USD,75M,4.4 and up,BabyBus,http://www.babybus.com,ser@babybus.com,19-Feb-16,14-May-21,Everyone,http://en.babybus.com/index/privacyPolicy.shtml,TRUE,TRUE,FALSE,6/16/2021 8:02
Coloring & Learn,com.orange.coloring.learn.kids,Educational,4.2,141264,"50,000,000+",50000000,81165199,TRUE,0,USD,62M,4.1 and up,Orange Studios Games,http://orangestudiosgames.com,orangegstudios@gmail.com,19-Jul-16,19-May-21,Everyone,http://orangestudiosgames.com/privacy_policy.html,TRUE,TRUE,FALSE,6/16/2021 11:54
Google Play Games,com.google.android.play.games,Entertainment,4.3,12016421,"1,000,000,000+",1000000000,4605543029,TRUE,0,USD,Varies with device,Varies with device,Google LLC,http://play.google.com/store/apps/category/GAME,googleplay-support@google.com,24-Jul-13,26-Apr-21,Teen,http://www.google.com/policies/privacy,FALSE,FALSE,FALSE,6/16/2021 3:24
Netflix,com.netflix.mediaclient,Entertainment,4.4,11694633,"1,000,000,000+",1000000000,1437250170,TRUE,0,USD,Varies with device,Varies with device,"Netflix, Inc.",http://www.netflix.com,playstore@netflix.com,5-May-11,14-Jun-21,Teen,http://www.netflix.com/privacy,FALSE,TRUE,TRUE,6/15/2021 20:56
Mi Video - Watch & download videos for free,com.miui.videoplayer,Entertainment,4,268565,"500,000,000+",500000000,804115328,TRUE,0,USD,Varies with device,6.0 and up,Xiaomi Inc.,http://global.e.mi.com,mivideo-feedback@xiaomi.com,,10-Jun-21,Teen,https://h5-idn.video.intl.xiaomi.com/privacy?region=en&lang=en,TRUE,FALSE,FALSE,6/16/2021 4:34
Hotstar,in.startv.hotstar,Entertainment,3.9,9177009,"500,000,000+",500000000,523641463,TRUE,0,USD,Varies with device,Varies with device,Novi Digital,https://www.hotstar.com,hello@hotstar.com,7-Sep-17,6-Jun-21,Teen,https://www.hotstar.com/us/privacy-policy,TRUE,FALSE,TRUE,6/16/2021 2:50
HUAWEI Video,com.huawei.himovie.overseas,Entertainment,3.9,70580,"100,000,000+",100000000,450787692,TRUE,0,USD,81M,4.4 and up,Huawei Internet Services,https://huaweimobileservices.com/,mobilevideo@huawei.com,18-Mar-20,25-Mar-20,Teen,https://consumer.huawei.com/en/legal/privacy-policy/,FALSE,FALSE,FALSE,6/16/2021 11:02
"Ticketmaster－Buy, Sell Tickets to Concerts, Sports",com.ticketmaster.mobile.android.na,Events,3.7,77398,"10,000,000+",10000000,14691214,TRUE,0,USD,20M,6.0 and up,Ticketmaster L.L.C.,http://www.ticketmaster.com,app@ticketmaster.com,21-May-12,11-Jun-21,Everyone,https://www.ticketmaster.com/h/privacy.html,FALSE,FALSE,FALSE,6/16/2021 3:02
Invitation maker & Card design by Greetings Island,com.greetingsisland.sam,Events,4.6,71880,"5,000,000+",5000000,9973338,TRUE,0,USD,32M,6.0 and up,Greetings Island,https://www.greetingsisland.com,support@greetingsisland.com,15-May-18,19-May-21,Everyone,https://www.greetingsisland.com/privacy,TRUE,TRUE,FALSE,6/16/2021 0:20
StubHub - Live Event Tickets,com.stubhub,Events,4.2,64575,"5,000,000+",5000000,8390847,TRUE,0,USD,48M,5.0 and up,StubHub Mobile,http://www.stubhub.com,shAndroidApp@gmail.com,9-Mar-11,3-Jun-21,Everyone,https://www.stubhub.com/content/legal/?section=pp,FALSE,FALSE,FALSE,6/16/2021 5:45
"SeatGeek – Tickets to Sports, Concerts, Broadway",com.seatgeek.android,Events,4.1,19821,"1,000,000+",1000000,4720090,TRUE,0,USD,26M,5.0 and up,SeatGeek,http://seatgeek.com,android-app@seatgeek.com,13-Nov-13,19-May-21,Everyone,https://seatgeek.com/privacy,FALSE,FALSE,FALSE,6/16/2021 9:33
"Gametime - Tickets to Sports, Concerts, Theater",com.gametime.gametime,Events,4.7,19448,"1,000,000+",1000000,3628846,TRUE,0,USD,88M,5.0 and up,Gametime,https://gametime.co,feedback@gametime.co,12-Mar-14,15-Jun-21,Everyone,https://gametime.co/privacy,FALSE,FALSE,FALSE,6/16/2021 1:42
Google Pay: A safe & helpful way to manage money,com.google.android.apps.nbu.paisa.user,Finance,3.8,17922,"100,000,000+",100000000,426398179,TRUE,0,USD,Varies with device,5.0 and up,Google LLC,http://tez.google.com,apps-help@google.com,3-Mar-21,11-Jun-21,Everyone,http://www.google.com/policies/privacy,FALSE,FALSE,FALSE,6/16/2021 0:54
Google Pay (old app),com.google.android.apps.walletnfcrel,Finance,3.8,1059837,"100,000,000+",100000000,330675089,TRUE,0,USD,Varies with device,Varies with device,Google LLC,https://pay.google.com/about,google-payments@google.com,24-Jun-11,3-May-21,Everyone,https://payments.google.com/legaldocument?family=0.privacynotice,FALSE,FALSE,FALSE,6/16/2021 12:52
"Paytm -UPI, Money Transfer, Recharge, Bill Payment",net.one97.paytm,Finance,4.5,8851930,"100,000,000+",100000000,300940960,TRUE,0,USD,44M,5.0 and up,Paytm - One97 Communications Ltd.,https://paytm.com,app.feedback@paytm.com,30-Apr-12,11-Jun-21,Everyone,https://paytm.com/about-us/our-policies/#tandc,TRUE,FALSE,TRUE,6/16/2021 8:02
"PhonePe – UPI, Recharges, Investments & Insurance",com.phonepe.app,Finance,4.4,6511819,"100,000,000+",100000000,271460974,TRUE,0,USD,42M,4.3 and up,PhonePe,http://www.phonepe.com,support@phonepe.com,14-Oct-16,16-Jun-21,Everyone,http://www.phonepe.com/en/policy.html,TRUE,FALSE,FALSE,6/16/2021 14:51
PayPal Mobile Cash: Send and Request Money Fast,com.paypal.android.p2pmobile,Finance,4.2,2009620,"100,000,000+",100000000,205177772,TRUE,0,USD,95M,5.0 and up,PayPal Mobile,https://www.paypal.com/mobile,app-feedback@paypal.com,,13-Jun-21,Everyone,https://www.paypal.com/webapps/mpp/ua/privacy-full,FALSE,FALSE,FALSE,6/16/2021 5:29
Uber Eats: Food Delivery,com.ubercab.eats,Food & Drink,4.3,3879620,"100,000,000+",100000000,169142236,TRUE,0,USD,84M,5.0 and up,"Uber Technologies, Inc.",https://www.ubereats.com,support@uber.com,29-Feb-16,14-Jun-21,Everyone,https://www.uber.com/privacy,TRUE,FALSE,TRUE,6/16/2021 14:25
Zomato - Online Food Delivery & Restaurant Reviews,com.application.zomato,Food & Drink,4.2,5021986,"100,000,000+",100000000,132241338,TRUE,0,USD,33M,5.0 and up,Zomato,https://www.zomato.com,android@zomato.com,10-Jan-11,15-Jun-21,Everyone,http://www.zomato.com/privacy,TRUE,FALSE,TRUE,6/16/2021 12:02
Swiggy Food Order | Online Grocery | Delivery App,in.swiggy.android,Food & Drink,4.2,2596126,"50,000,000+",50000000,96584381,TRUE,0,USD,Varies with device,Varies with device,Swiggy,http://swiggy.in,android@swiggy.in,16-Jun-15,15-Jun-21,Everyone,https://www.swiggy.com/privacy-policy,FALSE,FALSE,TRUE,6/16/2021 4:48
foodpanda - Local Food & Grocery Delivery,com.global.foodpanda.android,Food & Drink,4.3,2004412,"50,000,000+",50000000,73637743,TRUE,0,USD,35M,5.0 and up,Foodpanda GmbH a subsidiary of Delivery Hero SE,http://foodpanda.com,appsupport@foodpanda.com,19-Nov-13,31-May-21,Everyone,https://www.foodpanda.sg/contents/privacy.htm,FALSE,FALSE,FALSE,6/16/2021 13:54
McDonald's,com.mcdonalds.mobileapp,Food & Drink,2.9,346572,"50,000,000+",50000000,72204011,TRUE,0,USD,42M,5.0 and up,McDonald's Apps,https://www.mcdonaldsapps.com/contact,mcdonaldsglobalmobileapp@gmail.com,26-Feb-18,15-Jun-21,Everyone,https://mcdonaldsapps.com/en-GB/legal,TRUE,FALSE,FALSE,6/16/2021 10:49
Samsung Health,com.sec.android.app.shealth,Health & Fitness,3.6,1244210,"1,000,000,000+",1000000000,1341624888,TRUE,0,USD,85M,8.0 and up,"Samsung Electronics Co.,  Ltd.",https://www.samsung.com/global/galaxy/apps/samsung-health/,noreply.sec@samsung.com,7-Apr-15,17-May-21,Everyone,https://www.samsunghealth.com/privacy,TRUE,FALSE,FALSE,6/15/2021 23:31
Huawei Health,com.huawei.health,Health & Fitness,4.2,6841,"100,000,000+",100000000,422224933,TRUE,0,USD,82M,4.4 and up,Huawei Internet  Service,http://consumer.huawei.com,huaweiyunwei@huawei.com,15-Mar-17,15-Jul-20,Everyone,https://consumer.huawei.com/minisite/cloudservice/privacy/index.htm,FALSE,FALSE,FALSE,6/16/2021 8:12
Aarogya Setu,nic.goi.aarogyasetu,Health & Fitness,3.8,1576401,"100,000,000+",100000000,160870492,TRUE,0,USD,4.2M,5.0 and up,NIC eGov Mobile Apps,,support.aarogyasetu@gov.in,11-Apr-20,8-Jul-20,Everyone,https://web.swaraksha.gov.in/ncv19/privacy/,FALSE,FALSE,FALSE,6/15/2021 21:25
Period Tracker - Period Calendar Ovulation Tracker,com.popularapp.periodcalendar,Health & Fitness,4.9,5949473,"100,000,000+",100000000,148610927,TRUE,0,USD,14M,4.4 and up,Simple Design Ltd.,http://simpledesign.ltd,abishkking@gmail.com,16-Mar-12,22-Mar-21,Everyone,http://simpledesign.ltd/privacy/my_calendar.html,TRUE,FALSE,FALSE,6/16/2021 11:53
Home Workout - No Equipment,homeworkout.homeworkouts.noequipment,Health & Fitness,4.9,1958033,"100,000,000+",100000000,139758150,TRUE,0,USD,17M,4.4 and up,Leap Fitness Group,https://leap.app,northpark.android@gmail.com,8-Nov-17,9-Jun-21,Everyone,https://leap.app/privacypolicy.html,TRUE,TRUE,TRUE,6/16/2021 6:04
Universal TV Remote Control,codematics.universal.tv.remote.control,House & Home,4,304866,"50,000,000+",50000000,96444714,TRUE,0,USD,9.7M,4.2 and up,CodeMatics Media Solutions,https://www.codematics.co,contact.codematics@gmail.com,7-Sep-15,11-Jun-21,Everyone,https://www.codematics.co/privacy-policy/,TRUE,TRUE,FALSE,6/16/2021 11:48
Zillow: Find Houses for Sale & Apartments for Rent,com.zillow.android.zillowmap,House & Home,4.4,542826,"10,000,000+",10000000,38915299,TRUE,0,USD,29M,5.0 and up,Zillow,http://www.zillow.com/android,androidfeedback@zillow.com,17-Mar-10,14-Jun-21,Everyone,http://www.zillow.com/corp/Privacy.htm,TRUE,FALSE,TRUE,6/16/2021 10:19
SURE - Smart Home and TV Universal Remote,com.tekoia.sure.activities,House & Home,3.5,232400,"10,000,000+",10000000,34855441,TRUE,0,USD,63M,5.0 and up,SURE Universal Ltd.,https://www.sureuniversal.com/,support@sureuniversal.com,23-Jul-14,11-Mar-20,Everyone,https://www.sureuniversal.com/privacy-policy/,TRUE,TRUE,FALSE,6/16/2021 11:11
Planner 5D - Home & Interior Design Creator,com.planner5d.planner5d,House & Home,4.1,305558,"10,000,000+",10000000,30189982,TRUE,0,USD,116M,4.1 and up,Planner 5D,https://planner5d.com,support@planner5d.com,27-May-15,22-Apr-21,Everyone,https://planner5d.com/pages/privacy/,TRUE,TRUE,FALSE,6/16/2021 2:51
Alfred Home Security Camera: Baby Monitor & Webcam,com.ivuu,House & Home,4.7,430823,"10,000,000+",10000000,26557624,TRUE,0,USD,Varies with device,Varies with device,Alfred Systems Inc.,https://alfred.camera,support@alfredcamera.zendesk.com,17-Dec-12,11-Jun-21,Everyone,https://alfred.camera/legal/privacy-policy,TRUE,TRUE,FALSE,6/16/2021 4:18
HTC Service Pack,com.htc.sense.hsp,Libraries & Demo,4.3,69683,"50,000,000+",50000000,76374212,TRUE,0,USD,11M,Varies with device,HTC Corporation,http://htc.com,htc.play.op@gmail.com,24-Mar-14,21-Jun-17,Everyone,https://www.htc.com/privacy/,FALSE,FALSE,FALSE,6/16/2021 9:58
MX Player Codec (ARMv7 NEON),com.mxtech.ffmpeg.v7_neon,Libraries & Demo,4.4,39717,"10,000,000+",10000000,49842878,TRUE,0,USD,Varies with device,Varies with device,MX Media (formerly J2 Interactive),http://apps.mxplayer.in/,support@mxplayer.in,20-Dec-11,1-Apr-19,Everyone,https://sites.google.com/site/mxvpen/about/privacy-policy,FALSE,FALSE,FALSE,6/16/2021 8:21
MX Player Codec (ARMv6 VFP),com.mxtech.ffmpeg.v6_vfp,Libraries & Demo,4.3,455955,"10,000,000+",10000000,48999723,TRUE,0,USD,5.6M,2.1 and up,MX Media (formerly J2 Interactive),http://apps.mxplayer.in/,support@mxplayer.in,18-Jul-11,6-Jun-15,Everyone,https://sites.google.com/site/mxvpen/about/privacy-policy,FALSE,FALSE,FALSE,6/16/2021 3:50
MX Player Codec (ARMv7),com.mxtech.ffmpeg.v7_vfpv3d16,Libraries & Demo,4.3,346544,"10,000,000+",10000000,43234525,TRUE,0,USD,7.5M,4.0 and up,MX Media (formerly J2 Interactive),http://apps.mxplayer.in/,support@mxplayer.in,18-Jul-11,1-Apr-19,Everyone,https://sites.google.com/site/mxvpen/about/privacy-policy,FALSE,FALSE,FALSE,6/15/2021 21:52
Cardboard,com.google.samples.apps.cardboarddemo,Libraries & Demo,3.7,151338,"10,000,000+",10000000,31791465,TRUE,0,USD,48M,4.4 and up,Google LLC,http://developers.google.com/cardboard,apps-help@google.com,25-Jun-14,19-Feb-19,Everyone,http://www.google.com/policies/privacy,FALSE,FALSE,FALSE,6/16/2021 12:24
Pinterest,com.pinterest,Lifestyle,4.6,8017109,"500,000,000+",500000000,615144909,TRUE,0,USD,Varies with device,Varies with device,Pinterest,https://help.pinterest.com,help@pinterest.com,14-Aug-12,14-Jun-21,Teen,https://policy.pinterest.com/privacy-policy,TRUE,FALSE,TRUE,6/15/2021 21:48
SmartThings,com.samsung.android.oneconnect,Lifestyle,4.5,742819,"500,000,000+",500000000,573242377,TRUE,0,USD,79M,7.0 and up,"Samsung Electronics Co.,  Ltd.",https://help.content.samsung.com,noreply.sec@samsung.com,17-Apr-17,8-Jun-21,Everyone,https://account.samsung.com/membership/pp,FALSE,FALSE,FALSE,6/16/2021 5:14
"Tinder - Dating, Make Friends and Meet New People",com.tinder,Lifestyle,3.3,4308837,"100,000,000+",100000000,277159841,TRUE,0,USD,110M,7.0 and up,Tinder,http://www.gotinder.com,help@gotinder.com,15-Jul-13,7-Jun-21,Mature 17+,http://www.gotinder.com/privacy/,TRUE,TRUE,FALSE,6/16/2021 12:33
Samsung Pay,com.samsung.android.spay,Lifestyle,4.6,975765,"100,000,000+",100000000,242571447,TRUE,0,USD,Varies with device,Varies with device,"Samsung Electronics Co.,  Ltd.",http://www.samsung.com/samsungpay,noreply.sec@samsung.com,17-Oct-15,28-May-21,Everyone,https://account.samsung.com/membership/pp,TRUE,FALSE,FALSE,6/16/2021 12:03
Google Home,com.google.android.apps.chromecast.app,Lifestyle,4,1096419,"100,000,000+",100000000,203258753,TRUE,0,USD,63M,6.0 and up,Google LLC,http://cast.google.com/chromecast/,apps-help@google.com,18-Jul-13,27-May-21,Everyone,https://www.google.com/intl/en_US/chrome/browser/privacy/,FALSE,FALSE,FALSE,6/16/2021 11:58
Uber - Request a ride,com.ubercab,Maps & Navigation,4.4,8649676,"500,000,000+",500000000,638806478,TRUE,0,USD,Varies with device,Varies with device,"Uber Technologies, Inc.",http://www.uber.com,support@uber.com,28-Oct-10,14-Jun-21,Everyone,https://www.uber.com/privacy,FALSE,FALSE,FALSE,6/15/2021 20:48
"Waze - GPS, Maps, Traffic Alerts & Live Navigation",com.waze,Maps & Navigation,4.1,8318697,"100,000,000+",100000000,378234324,TRUE,0,USD,88M,4.4 and up,Waze,http://www.waze.com,support@waze.com,,23-May-21,Everyone,http://www.waze.com/legal/privacy/,TRUE,FALSE,FALSE,6/16/2021 7:03
Grab Superapp,com.grabtaxi.passenger,Maps & Navigation,4.5,6591760,"100,000,000+",100000000,178625683,TRUE,0,USD,169M,5.0 and up,Grab Holdings,https://grab.com ,support@grab.com,30-May-13,14-Jun-21,Everyone,https://www.grab.com/privacy,FALSE,FALSE,FALSE,6/16/2021 6:08
"Ola, Safe and affordable rides",com.olacabs.customer,Maps & Navigation,4,1604870,"100,000,000+",100000000,126466815,TRUE,0,USD,49M,5.0 and up,ola,http://www.olacabs.com,support@olacabs.com,1-Jun-12,7-Jun-21,Everyone,http://www.olacabs.com/info/faqs#privacyPolicy,FALSE,FALSE,FALSE,6/16/2021 2:33
"2GIS: directory, map, navigator without internet",ru.dublgis.dgismobile,Maps & Navigation,4.4,951202,"50,000,000+",50000000,93599023,TRUE,0,USD,Varies with device,Varies with device,"DoubleGIS, LLC",http://info.2gis.com,dev@2gis.com,9-Mar-11,8-Jun-21,Everyone,http://law.2gis.ru/privacy/,TRUE,FALSE,FALSE,6/16/2021 4:05
1mg - Online Medical Store & Healthcare App,com.aranoah.healthkart.plus,Medical,4.3,386152,"10,000,000+",10000000,18243473,TRUE,0,USD,Varies with device,Varies with device,1MG HEALTHCARE SOLUTIONS PRIVATE LIMITED,https://www.1mg.com,android@1mg.com,24-Aug-12,12-Jun-21,Everyone,https://www.1mg.com/PrivacyPolicy,TRUE,FALSE,FALSE,6/16/2021 10:17
Mobile JKN,app.bpjs.mobile,Medical,3.5,272019,"10,000,000+",10000000,17730938,TRUE,0,USD,37M,4.3 and up,BPJS Kesehatan,http://www.bpjs-kesehatan.go.id/,keluhan.mobile@bpjs-kesehatan.go.id,17-Apr-16,9-Jun-21,Everyone,https://ejkn.bpjs-kesehatan.go.id/mobile-rest-android/privacypolicy.jsp,FALSE,FALSE,FALSE,6/16/2021 1:33
CUIDAR COVID-19 ARGENTINA,ar.gob.coronavirus,Medical,3.2,67194,"10,000,000+",10000000,16134849,TRUE,0,USD,16M,5.0 and up,Presidencia de la Nación Argentina,https://www.argentina.gob.ar/,aplicaciones@modernizacion.gob.ar,10-May-20,22-Apr-21,Everyone,https://www.argentina.gob.ar/sites/default/files/terminos_y_condiciones_aplicacion_cuidar_-_covid_19_-_v5.pdf,FALSE,FALSE,FALSE,6/16/2021 9:26
PharmEasy – Online Medicine Ordering App,com.phonegap.rxpal,Medical,4.3,300844,"10,000,000+",10000000,14350096,TRUE,0,USD,Varies with device,Varies with device,Axelia Solutions Private Limited,http://pharmeasy.in/,care@pharmeasy.in,6-Mar-15,14-Jun-21,Everyone,https://pharmeasy.in/privacy-policy,FALSE,FALSE,FALSE,6/15/2021 21:25
My Calendar - Period Tracker,com.lbrc.PeriodCalendar,Medical,4.9,329291,"10,000,000+",10000000,13468890,TRUE,0,USD,19M,4.4 and up,SimpleInnovation,https://simpleinnovation.us/,feedback@period-tracker.com,16-Aug-15,14-May-21,Everyone,https://simpleinnovation.us/simpleinnovation/period-calendar/privacy-policy-en.pdf,TRUE,TRUE,FALSE,6/16/2021 0:11
Magic Tiles 3,com.youmusic.magictiles,Music,4.1,2403892,"100,000,000+",100000000,398429863,TRUE,0,USD,Varies with device,5.0 and up,AMANOTES PTE LTD,https://amanotes.com/,support@amanotes.com,24-Feb-17,4-Jun-21,Everyone,https://amanotes.com/privacy-policy,TRUE,TRUE,FALSE,6/16/2021 3:41
Tiles Hop: EDM Rush!,com.amanotes.beathopper,Music,4.3,2488885,"100,000,000+",100000000,361997020,TRUE,0,USD,86M,4.4 and up,AMANOTES PTE LTD,http://amanotes.com,pama.support@amanotes.com,16-Jan-18,11-Jun-21,Teen,http://amanotes.com/privacy-policy/,TRUE,TRUE,TRUE,6/16/2021 0:05
Dancing Road: Color Ball Run!,com.amanotes.pamadancingroad,Music,4.1,670707,"100,000,000+",100000000,174189209,TRUE,0,USD,74M,4.4 and up,AMANOTES PTE LTD,http://amanotes.com,pama.support@amanotes.com,29-Oct-18,8-Jun-21,Everyone,http://amanotes.com/privacy-policy/,TRUE,TRUE,FALSE,6/16/2021 7:46
Piano Free - Keyboard with Magic Tiles Music Games,com.gismart.realpianofree,Music,4.1,1282279,"100,000,000+",100000000,132244836,TRUE,0,USD,105M,5.0 and up,Gismart,https://gismart.com/piano/,support@gismart.com,5-Jun-14,8-Jun-21,Everyone,https://gismart.com/privacy-policy/,TRUE,TRUE,FALSE,6/15/2021 20:35
Piano Kids - Music & Songs,com.orange.kidspiano.music.songs,Music,4.4,413682,"100,000,000+",100000000,124951546,TRUE,0,USD,55M,4.1 and up,Orange Studios Games,http://orangestudiosgames.com,orangegstudios@gmail.com,2-Feb-16,11-Jun-21,Everyone,http://orangestudiosgames.com/privacy_policy.html,TRUE,TRUE,FALSE,6/16/2021 4:00
YouTube Music,com.google.android.apps.youtube.music,Music & Audio,4.2,2631022,"1,000,000,000+",1000000000,1067343725,TRUE,0,USD,Varies with device,Varies with device,Google LLC,https://music.youtube.com,ytmusic-support@google.com,12-Nov-15,14-Jun-21,Teen,http://www.google.com/intl/en/policies/privacy/,TRUE,FALSE,FALSE,6/16/2021 14:52
YouTube Music,com.google.android.music,Music & Audio,4.2,2629553,"1,000,000,000+",1000000000,1065181427,TRUE,0,USD,Varies with device,Varies with device,Google LLC,https://music.youtube.com,ytmusic-support@google.com,12-Nov-15,14-Jun-21,Teen,http://www.google.com/intl/en/policies/privacy/,TRUE,FALSE,FALSE,6/16/2021 6:38
Spotify: Listen to podcasts & find music you love,com.spotify.music,Music & Audio,4.4,22752840,"1,000,000,000+",1000000000,1033938669,TRUE,0,USD,Varies with device,Varies with device,Spotify Ltd.,https://www.spotify.com,android-support@spotify.com,27-May-14,10-Jun-21,Teen,https://www.spotify.com/legal/privacy-policy/,TRUE,FALSE,FALSE,6/16/2021 11:43
Samsung Music,com.sec.android.app.music,Music & Audio,3.7,39645,"500,000,000+",500000000,862678090,TRUE,0,USD,24M,5.0 and up,"Samsung Electronics Co.,  Ltd.",http://help.content.samsung.com,noreply.sec@samsung.com,17-Feb-16,26-May-21,Everyone,http://www.samsung.com,TRUE,FALSE,FALSE,6/16/2021 4:10
Mi Music,com.miui.player,Music & Audio,4.1,1039519,"500,000,000+",500000000,793353160,TRUE,0,USD,43M,6.0 and up,Xiaomi MIUI,http://global.e.mi.com,music-feedback@xiaomi.com,26-May-19,11-Jun-21,Everyone,https://privacy.mi.com,TRUE,FALSE,FALSE,6/16/2021 9:10
Google News - Top world & local news headlines,com.google.android.apps.magazines,News & Magazines,4.1,201058,"1,000,000,000+",1000000000,2961820154,TRUE,0,USD,Varies with device,Varies with device,Google LLC,https://news.google.com/about,apps-help@google.com,27-Jun-12,15-Jun-21,Teen,http://www.google.com/policies/privacy,TRUE,FALSE,FALSE,6/16/2021 14:21
Briefing,flipboard.boxer.app,News & Magazines,3.9,660738,"1,000,000,000+",1000000000,1400441959,TRUE,0,USD,18M,5.0 and up,Flipboard,http://www.flipboard.com,play-store-support@flipboard.com,13-May-15,8-Jun-21,Everyone 10+,https://about.flipboard.com/privacy/,TRUE,FALSE,FALSE,6/16/2021 3:20
"Flipboard - Latest News, Top Stories & Lifestyle",flipboard.app,News & Magazines,4.1,1397072,"500,000,000+",500000000,794295006,TRUE,0,USD,Varies with device,Varies with device,Flipboard,https://about.flipboard.com/help-center/,play-store-support@flipboard.com,21-Jun-12,10-Jun-21,Everyone 10+,http://www.flipboard.com/privacy,TRUE,FALSE,TRUE,6/16/2021 7:06
upday for Samsung - Zeropage,de.axelspringer.yana.zeropage,News & Magazines,3.7,45684,"100,000,000+",100000000,187089891,TRUE,0,USD,23M,5.0 and up,upday GmbH & Co. KG,https://www.upday.com/,developer@upday.com,,14-Jun-21,Everyone 10+,https://prod.yana.asideas.de/legal/legal-en.html#privacy,TRUE,FALSE,FALSE,6/15/2021 20:48
"Dailyhunt - Latest Local & National News, Videos",com.eterno,News & Magazines,4.2,1402711,"100,000,000+",100000000,168615253,TRUE,0,USD,Varies with device,Varies with device,"India ka app, India ke liye!",https://m.dailyhunt.in,YourFriends@dailyhunt.in,28-Sep-10,15-Jun-21,Teen,http://www.dailyhunt.in/privacy/,TRUE,FALSE,FALSE,6/16/2021 3:10
شرطة الأطفال - مكالمة وهمية,com.oubapps.po.ch,Parenting,4.1,124279,"10,000,000+",10000000,36058501,TRUE,0,USD,8.8M,4.2 and up,Oub Apps,https://www.facebook.com/Real.Dream.Apps,real.dream.apps@gmail.com,19-May-14,15-Feb-21,Everyone,http://arabicoil.in/pp/privacy_policy.pdf,TRUE,FALSE,FALSE,6/16/2021 7:58
"Pregnancy + | tracker app, week by week in 3D",com.hp.pregnancy.lite,Parenting,4.8,1366658,"10,000,000+",10000000,28050322,TRUE,0,USD,52M,5.0 and up,Philips Consumer Lifestyle B.V.,https://philips-digital.com/,support@health-and-parenting.com,28-Jan-13,9-Jun-21,Everyone,https://info.health-and-parenting.com/PrivacyNotice?locale=en&country=US,TRUE,TRUE,FALSE,6/16/2021 1:52
Find My Kids: Child Cell Phone Location Tracker,org.findmykids.app,Parenting,4.5,458653,"10,000,000+",10000000,27803570,TRUE,0,USD,49M,5.0 and up,GEO TRACK TECHNOLOGIES INC,https://findmykids.org,support@findmykids.org,17-Jun-15,15-Jun-21,Everyone,https://findmykids.org/docs/privacy-policy/android/en,FALSE,TRUE,FALSE,6/16/2021 6:17
Pregnancy Tracker + Countdown to Baby Due Date,com.babycenter.pregnancytracker,Parenting,4.8,1151270,"10,000,000+",10000000,25907607,TRUE,0,USD,Varies with device,5.0 and up,BabyCenter,http://www.babycenter.com,customerservice@babycenter.com,11-Mar-11,17-May-21,Everyone,http://www.babycenter.com/help-privacy,TRUE,FALSE,FALSE,6/16/2021 3:26
Be Closer - Share your location,com.becloser,Parenting,4.2,61528,"10,000,000+",10000000,21269898,TRUE,0,USD,85M,5.0 and up,Agromart Dev,,publisheragromartdev@gmail.com,5-Feb-19,23-Apr-21,Everyone,https://agromartdev.b-cdn.net/Agromart%20Policy.html,TRUE,TRUE,FALSE,6/16/2021 4:30
Samsung One UI Home,com.sec.android.app.launcher,Personalization,4,262669,"1,000,000,000+",1000000000,2158959897,TRUE,0,USD,Varies with device,Varies with device,"Samsung Electronics Co.,  Ltd.",,noreply.sec@samsung.com,14-Jun-12,16-Sep-19,Everyone,https://account.samsung.com/membership/pp,FALSE,FALSE,FALSE,6/16/2021 0:21
Themes,com.huawei.android.thememanager,Personalization,3.7,110361,"500,000,000+",500000000,645246525,TRUE,0,USD,62M,8.0 and up,"Huawei Technologies Co., Ltd.",http://www.huawei.com,hwthemes@huawei.com,15-Nov-18,1-Apr-20,Everyone,https://consumer.huawei.com/en/legal/privacy-policy/,FALSE,FALSE,FALSE,6/16/2021 2:57
